Fiscal Year,Agency Name,Bureau Name,Account Name,Category,Version,Amount
2014,Legislative Branch,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,411.30898475345435
2014,Legislative Branch,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,712.9080809239713
2014,Legislative Branch,"Total, General Government",Other interest,Discretionary,Budget,283.6956937433071
2014,Judicial Branch,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,938.7506592017334
2014,Judicial Branch,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,127.34173740292563
2014,Judicial Branch,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,3076.9868159653242
2014,Judicial Branch,"Total, Administration of Justice",General property and records management,Discretionary,Budget,101.55766660646513
2014,Judicial Branch,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,70.5115405454216
2014,Judicial Branch,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,2010.8944193606642
2014,Judicial Branch,"Total, Administration of Justice",Other general government,Discretionary,Budget,924.5431099873574
2014,Judicial Branch,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,33.414050930106214
2014,Department of Agriculture,"Total, Agriculture",Mortgage credit,Discretionary,Budget,153056.29776491883
2014,Department of Agriculture,"Total, Agriculture",Postal service,Discretionary,Budget,4453.702235081202
2014,Department of Commerce,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,6922.004541456326
2014,Department of Commerce,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,932.2204757534029
2014,Department of Commerce,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,1615.7865133088574
2014,Department of Commerce,"Total, General Government",Other interest,Discretionary,Budget,642.9884694814131
2014,Department of Defense--Military Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Budget,271716.2835436168
2014,Department of Defense--Military Programs,"Total, National Defense",International security assistance,Discretionary,Budget,131401.5051844099
2014,Department of Defense--Military Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Budget,148466.0359517026
2014,Department of Defense--Military Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Budget,16902.891098319644
2014,Department of Defense--Military Programs,"Total, National Defense",International financial programs,Discretionary,Budget,27236.284221950857
2014,Department of Education,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Budget,50493.339877947816
2014,Department of Education,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Budget,4173.2584121495365
2014,Department of Education,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Budget,533.4017099026361
2014,Department of Energy,"Total, Energy",Water resources,Discretionary,Budget,4850.3134555306715
2014,Department of Energy,"Total, Energy",Conservation and land management,Discretionary,Budget,5950.706864615299
2014,Department of Energy,"Total, Energy",Recreational resources,Discretionary,Budget,2061.0153990766066
2014,Department of Energy,"Total, Energy",Pollution control and abatement,Discretionary,Budget,5292.922949324044
2014,Department of Energy,"Total, Energy",Other natural resources,Discretionary,Budget,4019.041331453374
2014,Department of Health and Human Services,"Total, Health",Medicare,Mandatory,Budget,479583.3564553821
2014,Department of Health and Human Services,"Total, Health",General retirement and disability insurance (excluding social security),Mandatory,Budget,8225.370804577016
2014,Department of Health and Human Services,"Total, Health",Federal employee retirement and disability,Mandatory,Budget,126122.03991772034
2014,Department of Health and Human Services,"Total, Health",Unemployment compensation,Mandatory,Budget,42848.59583783606
2014,Department of Health and Human Services,"Total, Health",Housing assistance,Mandatory,Budget,44627.51035322896
2014,Department of Health and Human Services,"Total, Health",Food and nutrition assistance,Mandatory,Budget,96477.52610983877
2014,Department of Health and Human Services,"Total, Health",Other income security,Mandatory,Budget,163070.60052141646
2014,Department of Homeland Security,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,5689.468231894525
2014,Department of Homeland Security,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,771.7776413220147
2014,Department of Homeland Security,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,18648.635362109446
2014,Department of Homeland Security,"Total, Administration of Justice",General property and records management,Discretionary,Budget,615.5086147733402
2014,Department of Homeland Security,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,427.34795015351204
2014,Department of Homeland Security,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,12187.389488892899
2014,Department of Homeland Security,"Total, Administration of Justice",Other general government,Discretionary,Budget,5603.3608091024
2014,Department of Homeland Security,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,202.51190175184914
2014,Department of Housing and Urban Development,"Total, Community and Regional Development","Elementary, secondary, and vocational education",Discretionary,Budget,19222.33294338373
2014,Department of Housing and Urban Development,"Total, Community and Regional Development",Higher education,Discretionary,Budget,9466.338417393223
2014,Department of Housing and Urban Development,"Total, Community and Regional Development",Research and general education aids,Discretionary,Budget,1672.9406467277336
2014,Department of Housing and Urban Development,"Total, Community and Regional Development",Training and employment,Discretionary,Budget,3303.021609093916
2014,Department of Housing and Urban Development,"Total, Community and Regional Development",Other labor services,Discretionary,Budget,863.7874848250722
2014,Department of Housing and Urban Development,"Total, Community and Regional Development",Social services,Discretionary,Budget,8147.578898576315
2014,Department of the Interior,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Budget,9763.912736816206
2014,Department of the Interior,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Budget,2134.087263183794
2014,Department of Justice,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,4221.156005056888
2014,Department of Justice,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,572.6007585335012
2014,Department of Justice,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,13835.8798988622
2014,Department of Justice,"Total, Administration of Justice",General property and records management,Discretionary,Budget,456.6609355246503
2014,Department of Justice,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,317.0599241466493
2014,Department of Justice,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,9042.123135271806
2014,Department of Justice,"Total, Administration of Justice",Other general government,Discretionary,Budget,4157.270796460175
2014,Department of Justice,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,150.24854614411984
2014,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Budget,51025.71530926965
2014,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Budget,4217.259071495026
2014,Department of Labor,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Budget,539.0256192353052
2014,Department of State,"Total, International Affairs",General science and basic research,Discretionary,Budget,12017.726496324814
2014,Department of State,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Budget,16568.273503675184
2014,Department of Transportation,"Total, Transportation",Community development,Discretionary,Budget,27241.00899854862
2014,Department of Transportation,"Total, Transportation",Area and regional development,Discretionary,Budget,10443.07677793904
2014,Department of Transportation,"Total, Transportation",Disaster relief and insurance,Discretionary,Budget,33626.914223512336
2014,Department of the Treasury,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,303199.2678471266
2014,Department of the Treasury,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,40833.34011524141
2014,Department of the Treasury,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,70775.06015756464
2014,Department of the Treasury,"Total, General Government",Other interest,Discretionary,Budget,28164.33188006729
2014,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal law enforcement activities,Mandatory,Budget,85709.44848088472
2014,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal litigative and judicial activities,Mandatory,Budget,46699.272013793925
2014,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal correctional activities,Mandatory,Budget,22164.425292823584
2014,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Criminal justice assistance,Mandatory,Budget,11083.854212497768
2014,Corps of Engineers--Civil Works,"Total, Transportation",Community development,Discretionary,Budget,2143.8002902757617
2014,Corps of Engineers--Civil Works,"Total, Transportation",Area and regional development,Discretionary,Budget,821.8444121915819
2014,Corps of Engineers--Civil Works,"Total, Transportation",Disaster relief and insurance,Discretionary,Budget,2646.355297532656
2014,Other Defense--Civil Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Budget,26232.813458146786
2014,Other Defense--Civil Programs,"Total, National Defense",International security assistance,Discretionary,Budget,12686.141326046085
2014,Other Defense--Civil Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Budget,14333.634242300905
2014,Other Defense--Civil Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Budget,1631.887435316004
2014,Other Defense--Civil Programs,"Total, National Defense",International financial programs,Discretionary,Budget,2629.5235381902016
2014,Environmental Protection Agency,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Budget,7487.47182809809
2014,Environmental Protection Agency,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Budget,1636.528171901911
2014,Executive Office of the President,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,258.72814364387335
2014,Executive Office of the President,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,34.84419458467184
2014,Executive Office of the President,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,60.39427489674163
2014,Executive Office of the President,"Total, General Government",Other interest,Discretionary,Budget,24.033386874713152
2014,General Services Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,1322.3882897353526
2014,General Services Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,178.09255009943382
2014,General Services Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,308.681849472235
2014,General Services Administration,"Total, General Government",Other interest,Discretionary,Budget,122.83731069297833
2014,International Assistance Programs,"Total, International Affairs",General science and basic research,Discretionary,Budget,11765.903290164506
2014,International Assistance Programs,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Budget,16221.096709835492
2014,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Budget,12894.425945945946
2014,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Budget,2892.980180180179
2014,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Budget,445.0738738738734
2014,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Budget,1411.52
2014,National Science Foundation,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Budget,5331.995675675676
2014,National Science Foundation,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Budget,1196.2810810810806
2014,National Science Foundation,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Budget,184.04324324324307
2014,National Science Foundation,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Budget,583.6800000000001
2014,Office of Personnel Management,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,61427.40013576564
2014,Office of Personnel Management,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,8272.730801590937
2014,Office of Personnel Management,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,14338.847091555761
2014,Office of Personnel Management,"Total, General Government",Other interest,Discretionary,Budget,5706.021971087651
2014,Small Business Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,95.1407723981439
2014,Small Business Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,12.813076844628004
2014,Small Business Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,22.208476747743614
2014,Small Business Administration,"Total, General Government",Other interest,Discretionary,Budget,8.837674009484466
2014,Social Security Administration (On-Budget),"Total, Income Security",Social security,Mandatory,Budget,83745.0
2014,Social Security Administration (Off-Budget),"Total, Income Security",Social security,Mandatory,Budget,828419.0
2014,Other Independent Agencies (On-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,18076.062289658865
2014,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,2434.3924200703664
2014,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,4219.450808857274
2014,Other Independent Agencies (On-Budget),"Total, General Government",Other interest,Discretionary,Budget,1679.0944814134912
2014,Other Independent Agencies (Off-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,-2.0533979654275663
2014,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,-0.2765412268624749
2014,Other Independent Agencies (Off-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,-0.479319642037632
2014,Other Independent Agencies (Off-Budget),"Total, General Government",Other interest,Discretionary,Budget,-0.19074116567232663
2014,(On-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,-89086.67073007495
2014,(On-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,-11997.741127428473
2014,(On-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,-20795.282669802662
2014,(On-budget),"Total, General Government",Other interest,Discretionary,Budget,-8275.30547269389
2014,(Off-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,-79400.10806116465
2014,(Off-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,-10693.203979909225
2014,(Off-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,-18534.17214509714
2014,(Off-budget),"Total, General Government",Other interest,Discretionary,Budget,-7375.515813828968
2015,Legislative Branch,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,3115.707832117127
2015,Legislative Branch,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,354.7733388774244
2015,Legislative Branch,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,743.0087027341875
2015,Legislative Branch,"Total, General Government",Other interest,Discretionary,Budget,292.51012627126045
2015,Judicial Branch,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,881.4397613304556
2015,Judicial Branch,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,119.84384918116027
2015,Judicial Branch,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,2607.4261774787356
2015,Judicial Branch,"Total, Administration of Justice",General property and records management,Discretionary,Budget,115.14409038974208
2015,Judicial Branch,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,19.034023105242458
2015,Judicial Branch,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,1707.4223689221783
2015,Judicial Branch,"Total, Administration of Justice",Other general government,Discretionary,Budget,829.0374508061441
2015,Judicial Branch,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,1124.6522787863396
2015,Department of Agriculture,"Total, Agriculture",Mortgage credit,Discretionary,Budget,136316.1671675432
2015,Department of Agriculture,"Total, Agriculture",Postal service,Discretionary,Budget,6154.832832456796
2015,Department of Commerce,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,9553.869311221115
2015,Department of Commerce,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,1087.861345599062
2015,Department of Commerce,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,2278.329171255719
2015,Department of Commerce,"Total, General Government",Other interest,Discretionary,Budget,896.9401719241025
2015,Department of Defense--Military Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Budget,264217.81977325137
2015,Department of Defense--Military Programs,"Total, National Defense",International security assistance,Discretionary,Budget,141580.91085703304
2015,Department of Defense--Military Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Budget,145299.5076479631
2015,Department of Defense--Military Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Budget,16794.01677555726
2015,Department of Defense--Military Programs,"Total, National Defense",International financial programs,Discretionary,Budget,2950.744946195202
2015,Department of Education,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Budget,80764.36203932758
2015,Department of Education,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Budget,5686.1173772490565
2015,Department of Education,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Budget,807.5205834233584
2015,Department of Energy,"Total, Energy",Water resources,Discretionary,Budget,5468.589348652623
2015,Department of Energy,"Total, Energy",Conservation and land management,Discretionary,Budget,7412.89837093775
2015,Department of Energy,"Total, Energy",Recreational resources,Discretionary,Budget,2467.2076429939225
2015,Department of Energy,"Total, Energy",Pollution control and abatement,Discretionary,Budget,5102.137485083118
2015,Department of Energy,"Total, Energy",Other natural resources,Discretionary,Budget,4942.167152332583
2015,Department of Health and Human Services,"Total, Health",Medicare,Mandatory,Budget,541109.1290158691
2015,Department of Health and Human Services,"Total, Health",General retirement and disability insurance (excluding social security),Mandatory,Budget,7732.22498630332
2015,Department of Health and Human Services,"Total, Health",Federal employee retirement and disability,Mandatory,Budget,137825.7958705291
2015,Department of Health and Human Services,"Total, Health",Unemployment compensation,Mandatory,Budget,34651.859778464874
2015,Department of Health and Human Services,"Total, Health",Housing assistance,Mandatory,Budget,47377.09103395057
2015,Department of Health and Human Services,"Total, Health",Food and nutrition assistance,Mandatory,Budget,103819.8567443474
2015,Department of Health and Human Services,"Total, Health",Other income security,Mandatory,Budget,172649.04257053538
2015,Department of Homeland Security,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,5389.235083153483
2015,Department of Homeland Security,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,732.7405738225209
2015,Department of Homeland Security,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,15942.136092420973
2015,Department of Homeland Security,"Total, Administration of Justice",General property and records management,Discretionary,Budget,704.0056493588917
2015,Department of Homeland Security,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,116.37644407769054
2015,Department of Homeland Security,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,10439.398057636155
2015,Department of Homeland Security,"Total, Administration of Justice",Other general government,Discretionary,Budget,5068.840675384027
2015,Department of Homeland Security,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,6876.2674241462455
2015,Department of Housing and Urban Development,"Total, Community and Regional Development","Elementary, secondary, and vocational education",Discretionary,Budget,14467.739009300607
2015,Department of Housing and Urban Development,"Total, Community and Regional Development",Higher education,Discretionary,Budget,18550.098127586345
2015,Department of Housing and Urban Development,"Total, Community and Regional Development",Research and general education aids,Discretionary,Budget,1262.700823534232
2015,Department of Housing and Urban Development,"Total, Community and Regional Development",Training and employment,Discretionary,Budget,2567.696521489737
2015,Department of Housing and Urban Development,"Total, Community and Regional Development",Other labor services,Discretionary,Budget,650.328881058712
2015,Department of Housing and Urban Development,"Total, Community and Regional Development",Social services,Discretionary,Budget,6616.436637030358
2015,Department of the Interior,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Budget,9097.843891891891
2015,Department of the Interior,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Budget,3440.156108108107
2015,Department of Justice,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,3496.5920083788233
2015,Department of Justice,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,475.40973720959727
2015,Department of Justice,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,10343.424400152342
2015,Department of Justice,"Total, Administration of Justice",General property and records management,Discretionary,Budget,456.766218103338
2015,Department of Justice,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,75.50625238034525
2015,Department of Justice,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,6773.190491303795
2015,Department of Justice,"Total, Administration of Justice",Other general government,Discretionary,Budget,3288.716770344038
2015,Department of Justice,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,4461.394122127712
2015,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Budget,42533.23166693278
2015,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Budget,2994.5008118078104
2015,Department of Labor,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Budget,425.26752125940993
2015,Department of State,"Total, International Affairs",General science and basic research,Discretionary,Budget,11601.857813137494
2015,Department of State,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Budget,17516.142186862504
2015,Department of Transportation,"Total, Transportation",Community development,Discretionary,Budget,27191.76863902462
2015,Department of Transportation,"Total, Transportation",Area and regional development,Discretionary,Budget,13430.653539116549
2015,Department of Transportation,"Total, Transportation",Disaster relief and insurance,Discretionary,Budget,31275.57782185882
2015,Department of the Treasury,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,336039.3924116969
2015,Department of the Treasury,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,38263.47772770147
2015,Department of the Treasury,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,80135.94549837541
2015,Department of the Treasury,"Total, General Government",Other interest,Discretionary,Budget,31548.18436222616
2015,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal law enforcement activities,Mandatory,Budget,83275.00947867298
2015,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal litigative and judicial activities,Mandatory,Budget,45497.208839055216
2015,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal correctional activities,Mandatory,Budget,21791.79351134743
2015,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Criminal justice assistance,Mandatory,Budget,9901.98817092436
2015,Corps of Engineers--Civil Works,"Total, Transportation",Community development,Discretionary,Budget,2071.397213217862
2015,Corps of Engineers--Civil Works,"Total, Transportation",Area and regional development,Discretionary,Budget,1023.1117615753059
2015,Corps of Engineers--Civil Works,"Total, Transportation",Disaster relief and insurance,Discretionary,Budget,2382.4910252068316
2015,Other Defense--Civil Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Budget,28967.348347425057
2015,Other Defense--Civil Programs,"Total, National Defense",International security assistance,Discretionary,Budget,15522.130822444273
2015,Other Defense--Civil Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Budget,15929.816756341274
2015,Other Defense--Civil Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Budget,1841.2010760953106
2015,Other Defense--Civil Programs,"Total, National Defense",International financial programs,Discretionary,Budget,323.5029976940779
2015,Environmental Protection Agency,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Budget,5693.227243243243
2015,Environmental Protection Agency,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Budget,2152.7727567567563
2015,Executive Office of the President,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,2425.633172451594
2015,Executive Office of the President,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,276.1972642658688
2015,Executive Office of the President,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,578.4453016403751
2015,Executive Office of the President,"Total, General Government",Other interest,Discretionary,Budget,227.72426164216193
2015,General Services Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,-332.59109348609365
2015,General Services Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,-37.87083355526878
2015,General Services Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,-79.31362317246875
2015,General Services Administration,"Total, General Government",Other interest,Discretionary,Budget,-31.224449786168726
2015,International Assistance Programs,"Total, International Affairs",General science and basic research,Discretionary,Budget,13041.033251733985
2015,International Assistance Programs,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Budget,19688.966748266015
2015,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Budget,12399.121473468791
2015,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Budget,3124.789212103494
2015,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Budget,1181.99693027335
2015,National Aeronautics and Space Administration,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Budget,1303.092384154363
2015,National Science Foundation,"Total, General Science, Space, and Technology",Energy supply,Discretionary,Budget,5153.391317058909
2015,National Science Foundation,"Total, General Science, Space, and Technology",Energy conservation,Discretionary,Budget,1298.7421429615554
2015,National Science Foundation,"Total, General Science, Space, and Technology",Emergency energy preparedness,Discretionary,Budget,491.2680894606044
2015,National Science Foundation,"Total, General Science, Space, and Technology","Energy information, policy, and regulation",Discretionary,Budget,541.5984505189298
2015,Office of Personnel Management,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,63860.255779629246
2015,Office of Personnel Management,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,7271.514976778386
2015,Office of Personnel Management,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,15228.875221863877
2015,Office of Personnel Management,"Total, General Government",Other interest,Discretionary,Budget,5995.35402172848
2015,Small Business Administration,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,-507.5298599143301
2015,Small Business Administration,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,-57.79041960408999
2015,Small Business Administration,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,-121.0315996020625
2015,Small Business Administration,"Total, General Government",Other interest,Discretionary,Budget,-47.64812087951735
2015,Social Security Administration (On-Budget),"Total, Income Security",Social security,Mandatory,Budget,89340.0
2015,Social Security Administration (Off-Budget),"Total, Income Security",Social security,Mandatory,Budget,861067.0
2015,Other Independent Agencies (On-Budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,20420.816557016227
2015,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,2325.237686876825
2015,Other Independent Agencies (On-Budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,4869.790505514594
2015,Other Independent Agencies (On-Budget),"Total, General Government",Other interest,Discretionary,Budget,1917.1552505923514
2015,(On-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,-100688.6691294345
2015,(On-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,-11465.020874534574
2015,(On-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,-24011.41617282444
2015,(On-budget),"Total, General Government",Other interest,Discretionary,Budget,-9452.893823206481
2015,(Off-budget),"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,-77426.65339750276
2015,(Off-budget),"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,-8816.267064833217
2015,(Off-budget),"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,-18464.07956000075
2015,(Off-budget),"Total, General Government",Other interest,Discretionary,Budget,-7268.999977663263
2016,Legislative Branch,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Budget,3179.8153482651473
2016,Legislative Branch,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Budget,410.73200414293115
2016,Legislative Branch,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Budget,669.8727181512166
2016,Legislative Branch,"Total, General Government",Other interest,Discretionary,Budget,309.579929440704
2016,Judicial Branch,"Total, Administration of Justice",Legislative functions,Discretionary,Budget,892.3180424383658
2016,Judicial Branch,"Total, Administration of Justice",Executive direction and management,Discretionary,Budget,97.36072611308664
2016,Judicial Branch,"Total, Administration of Justice",Central fiscal operations,Discretionary,Budget,2747.2960873298175
2016,Judicial Branch,"Total, Administration of Justice",General property and records management,Discretionary,Budget,75.69912915491227
2016,Judicial Branch,"Total, Administration of Justice",Central personnel management,Discretionary,Budget,84.31718385870158
2016,Judicial Branch,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Budget,1651.8714583588858
2016,Judicial Branch,"Total, Administration of Justice",Other general government,Discretionary,Budget,1104.7414448669197
2016,Judicial Branch,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Budget,942.3959278793077
2016,Department of Agriculture,"Total, Agriculture",Mortgage credit,Discretionary,Budget,162867.2128327683
